schl_nr,lemma,stadtteile,strassenklasse,namensgruppe,verweis_auf,buchseite,status
02143,Mittwegstraße,Ostviertel,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Familienname",,238,automatisch
02199,Mitzmannweg,Bochold,Gemeindestraße,Hofname,Termiedenhof,238,automatisch
02144,Möbiusstraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Mathematiker, Astronom",,238,automatisch
02145,Möllenberg,Werden,Gemeindestraße,"Flurname, Mühle",,238,automatisch
02195,Mölleneystraße,Burgaltendorf,Landstraße,"Person, Mann, Deutscher, Mediziner",,239,automatisch
02188,Möllershus,Byfang,Gemeindestraße,Kotten,,239,automatisch
02146,Möllhoven,Bedingrade; Borbeck-Mitte,Gemeindestraße,Bauerschaft,,239,automatisch
02147,Möllhover Winkel,Bedingrade,Gemeindestraße,Bauerschaft,,239,automatisch
02148,Möllneyer Ufer,Kupferdreh,Gemeindestraße,"Flurname, Familienname",,239,automatisch
02149,Möllneys Nocken,Kupferdreh,Gemeindestraße,Flurname,,239,unsicher
02182,Mönkhoffs Busch,Überruhr- Holthausen,,Flurname,,239,unsicher
02150,Mönkhoffstraße,Überruhr- Holthausen,Gemeindestraße,Hofname,,239,automatisch
02151,Mörgekenweg,Kray,Gemeindestraße,Flurname,,240,automatisch
02152,Mörikestraße,Südviertel; Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Lyriker, Erzähler, Übersetzer",,240,automatisch
02153,Möserstraße,Frohnhausen,,"Gemeindestraße, Str.-Gr.: Person, Mann, Deutscher, Politiker, Publizist, Historiker",,240,unsicher
02154,Mövenstraße,Borbeck- Mitte,Gemeindestraße,Hofname,,240,automatisch
02155,Mohnblüte,Schonnebeck,Gemeindestraße,Botanik,Irispfad,240,automatisch
02156,Moltkeplatz,Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, Graf, Generalfeldmarschall, Platz",,240,automatisch
02157,Moltkestraße,Bergerhausen; Huttrop; Südostviertel; Südviertel,Kreisstraße,"Person, Mann, Deutscher, Graf, Generalfeldmarschall",Moltkeplatz,240,automatisch
02158,Mommsenstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Historiker, Hochschullehrer, Politiker",,240,automatisch
03720,Montebruchstraße,Kettwig,Gemeindestraße,Hofname,,240,automatisch
02159,Moorenstraße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Mediziner",,241,automatisch
02160,Moosstraße,Bedingrade,Gemeindestraße,Lagebezeichnung,,241,automatisch
02161,Morgensteig,Kray; Schonnebeck,Gemeindestraße,Flurname,,241,automatisch
02162,Moritzstraße,Rüttenscheid,Gemeindestraße,Männlicher Vorname,,241,automatisch
02163,Morsehofstraße,Südostviertel,Gemeindestraße,Hofname,,241,automatisch
02189,Morungenweg,Freisenbruch,Gemeindestraße,"Person, Mann, Deutscher, Minnesänger",,241,automatisch
02164,Mosebachstraße,Bochold,Gemeindestraße,"Person, Mann, Deutscher, Direktor, Bergbau",,241,automatisch
03721,Moselstraße,Kettwig,Gemeindestraße,Gewässer,,241,automatisch
02165,Mozartstraße,Südviertel,Gemeindestraße,"Person, Mann, Österreicher, Komponist",,241,automatisch
02166,Mühlenaue,Bochold,Gemeindestraße,Gewässer,,241,automatisch
03722,Mühlendycksweg,Kettwig,Gemeindestraße,Familienname,Rehfußhang,241,automatisch
02167,Mühlengrund,Bochold,Gemeindestraße,Lagebezeichnung,Mühlenaue,241,automatisch
02197,Mühlenhang,Burgaltendorf,Gemeindestraße,Lagebezeichnung,Mühlenweg,241,automatisch
02168,Mühlenkamp,Kray,Gemeindestraße,Flurname,,241,automatisch
02196,Mühlenweg,Burgaltendorf,Gemeindestraße,Lagebezeichnung,,241,automatisch
03284,Mühlmannsbank,Heisingen,Gemeindestraße,Bergbau,,242,automatisch
02169,Mülheimer Straße,Frohnhausen,Landstraße,Stadt und Ort,,242,automatisch
02170,Müller-Breslau-Straße,Rüttenscheid,Landstraße,"Person, Mann, Deutscher, Bauingenieur, Hochschullehrer",,242,automatisch
02171,Müllerstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen",,242,unsicher
02172,Münchener Straße,Frohnhausen; Holsterhausen,Gemeindestraße,Stadt und Ort,,242,automatisch
02173,Münsterhausen,Bochold,Gemeindestraße,Lehngut,Haus-Berge-Straße,242,automatisch
02174,Münstermannstraße,Gerschede,Gemeindestraße,Kotten,,242,automatisch
02175,Münstersteinbruch,Holsterhausen,Gemeindestraße,Lagebezeichnung,,242,automatisch
03725,Münzenbergerplatz,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer, Platz",,242,automatisch
02176,Münzstraße,Bochold,Gemeindestraße,Lehngut,,242,automatisch
02177,Muldeweg,Bergerhausen,Gemeindestraße,Gewässer,,242,automatisch
02178,Munscheidstraße,Kray; Leithe,Gemeindestraße,"Person, Mann, Deutscher, Fabrikant",,242,automatisch
02179,Musebrink,Altenessen-Nord,Gemeindestraße,Flurname,,243,automatisch
00966,Museumsplatz,Südviertel,Gemeindestraße,"Lagebezeichnung, Platz",,243,automatisch
02220,Naatlandstraße,Altendorf,Gemeindestraße,"Essener Geschichte und Ortlichkeit, Flurname",,243,automatisch
02221,Nachbarnweg,Schonnebeck,Gemeindestraße,Lagebezeichnung,,243,automatisch
02222,Nagelstraße,Altenessen- Süd,Gemeindestraße,Industrie und Wirtschaft,,243,automatisch
03727,Nahestraße,Kettwig,Gemeindestraße,Gewässer,,243,automatisch
02223,Narjesstraße,Kupferdreh,Gemeindestraße,"Person, Mann, Deutscher, Industrieller",,243,automatisch
02224,Narzissenweg,Bredeney,Gemeindestraße,Botanik,Baumblüte,243,automatisch
02287,Natorpstraße,Ostviertel,Gemeindestraße,"Person, Mann, Deutscher, Lehrer",,243,automatisch
02225,Nebenbankstraße,Rellinghausen,Gemeindestraße,Bergbau,,243,automatisch
03728,Neckarstraße,Kettwig,Gemeindestraße,Gewässer,,243,automatisch
02227,Nedelmannstraße,Ostviertel,Gemeindestraße,Familienname,,243,automatisch
02228,Neißestraße,Bergerhausen,Gemeindestraße,Gewässer,,243,automatisch
02229,Nekesweg,Bergerhausen,Gemeindestraße,Familienname,,243,automatisch
02230,Nelkengarten,Bredeney; Rüttenscheid,Gemeindestraße,Botanik,Baumblüte,243,automatisch
02282,Neptunstraße,Überruhr- Hinsel,Gemeindestraße,Planet,,243,automatisch
02231,Netheweg,Bergerhausen,Gemeindestraße,Gewässer,,243,automatisch
02233,Nettelnbusch,Kray,Gemeindestraße,Hofname,,243,automatisch
02281,Netzestraße,Bergerhausen,Gemeindestraße,Gewässer,,244,automatisch
02234,Neue Heimat,Frintrop,Gemeindestraße,Siedlung,,244,automatisch
02235,Neue Liebe,Steele,Gemeindestraße,Lebensgefühl,Neuland,244,automatisch
02236,Neuessener Straße,Altenessen-Nord,Gemeindestraße,Industrie und Wirtschaft,,244,automatisch
02237,Neuhof,Katernberg,Gemeindestraße,Lagebezeichnung,,244,automatisch
02238,Neuholland,Steele,Gemeindestraße,Industrie und Wirtschaft,,244,automatisch
02239,Neukircher Mühle,Werden,Gemeindestraße,Mühle,,244,automatisch
02240,Neukircher Straße,Werden,Gemeindestraße,Stadt und Ort,,244,automatisch
02241,Neukölnstraße,Gerschede,Gemeindestraße,Bergbau,,244,automatisch
02242,Neuland,Steele,Gemeindestraße,Industrie und Wirtschaft,,245,automatisch
02243,Neulengrund,Haarzopf,Gemeindestraße,Hofname,,245,automatisch
02244,Neustraße,Borbeck-Mitte; Bergeborbeck,Gemeindestraße,Lagebezeichnung,,245,automatisch
02245,Neulengrund - Neulenhof Neuweselstraße,Borbeck- Mitte,Gemeindestraße,Bergbau,,245,automatisch
02246,Neuwiedweg,Gerschede,Gemeindestraße,"Stadt und Ort, Siediung",Biebergweg,245,automatisch
02247,Nibelungenplatz,Kray,Gemeindestraße,"Sage, Platz",,245,automatisch
02248,Nibelungenweg,Kray,Gemeindestraße,Sage,Nibelungenplatz,246,automatisch
02249,Nieberdingstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Politiker",,246,automatisch
02290,Niebuhrstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Historiker",,246,unsicher
02250,Niederfeldstraße,Altendorf,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Flurname",,246,automatisch
02251,Niederstraße,Nordviertel,Gemeindestraße,Essener Geschichte und Ortlichkeit,,246,automatisch
02252,Niederweniger Straße,Kupferdreh; Byfang,Kreisstraße,Stadt und Ort,,246,automatisch
02253,Niegischstraße,Altenessen- Süd,Gemeindestraße,"Person, Mann, Deutscher, Direktor",,246,automatisch
02254,Niehammerstraße,Stoppenberg; Katernberg,Gemeindestraße,Kotten,,246,automatisch
02284,Niehusmannskamp,Altenessen-Süd,Gemeindestraße,Essener Geschichte und Örtlichkeit,,246,automatisch
01886,Niekämperweg,Schonnebeck,Gemeindestraße,Familienname,,246,automatisch
02255,Nienhausenstraße,Altenessen-Süd,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,246,automatisch
02256,Nienhuser Busch,Katernberg,Gemeindestraße,Hofname,,246,automatisch
02257,Nienkampstraße,Altenessen-Süd,Gemeindestraße,Flurname,,246,automatisch
02258,Nierenhofer Straße,Kupferdreh; Byfang,Landstraße,Stadt und Ort,,247,automatisch
02259,Niermanns Weg,Fischlaken,Gemeindestraße,Hofname,,247,automatisch
03441,Niersstraße,Bergerhausen,Gemeindestraße,Gewässer,,247,automatisch
02260,Niersteiner Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,247,automatisch
02289,Niesertweg,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Historiker",,247,automatisch
02270,Nietzscheweg,Freisenbruch,Gemeindestraße,"Person, Mann, Staatenloser, Philosoph",,247,automatisch
02288,Nikolaus-Groß-Straße,Horst,Gemeindestraße,"Person, Mann, Deutscher, Gewerkschafter, Widerstandskämpfer",,247,automatisch
02261,Nikolausstraße,Stoppenberg,Gemeindestraße,Lagebezeichnung,,247,automatisch
02262,Nobermanns Hude,Altenessen-Süd,Gemeindestraße,Hofname,,247,unsicher
02263,Nockwinkel,Überruhr-Hinsel,Gemeindestraße,Flurname,,247,automatisch
02264,Nöckersberg,Byfang,Gemeindestraße,Kotten,,247,automatisch
02265,Nöckersleite,Byfang,Gemeindestraße,Kotten,,248,automatisch
02266,Nöggerathstraße,Altendorf; Frohnhausen; Schönebeck,Gemeindestraße,"Person, Mann, Deutscher, Mineraloge, Geologe",,248,automatisch
02267,Nöttelhof,Bergerhausen,Gemeindestraße,Hofname,,248,automatisch
02268,Nootstraße,Altenessen- Süd,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,248,automatisch
02269,Norbertstraße,Bredeney; Rüttenscheid,Landstraße; Hauptstraße,Männlicher Vorname,,248,unsicher
02283,deutet also so viel wie „das Licht des Nordens“ Norderneyweg,Margarethenhöhe,Gemeindestraße,Insel,,248,unsicher
02271,Nordhofstraße,Westviertel,Gemeindestraße,Essener Geschichte und Örtlichkeit,,248,automatisch
02272,Nordlandaue,Gerschede,Gemeindestraße,Siedlung,,248,automatisch
02285,Nordlandring,Gerschede,Gemeindestraße,Siedlung,Nordlandaue,248,automatisch
02273,Nordschleswigstraße,Heisingen,Gemeindestraße,Stadt und Ort,Elsaßstraße,248,automatisch
02274,Nordsternstraße,Altenessen- Nord,Gemeindestraße,Bergbau,,249,automatisch
02275,Nordstraße,Steele,Gemeindestraße,Lagebezeichnung,,249,automatisch
02286,Nothofsbusch,Stoppenberg,Gemeindestraße,Flurname,,249,automatisch
02276,Nottebaumskamp,Leithe; Steele,Gemeindestraße,Flurname,,249,automatisch
02277,Nottekampsbank,Heisingen,Gemeindestraße,Bergbau,,249,automatisch
02278,Nottekampstraße,Rellinghausen,Gemeindestraße,Bergbau,,249,automatisch
02279,Nottekampswinkel,Heisingen,Gemeindestraße,Lage-bezeichnung,Nottekampsbank,249,unsicher
02280,Nünningstraße,Frillendorf,Gemeindestraße,Hofname,,249,automatisch
01556,Nussbaumweg,Heisingen,Gemeindestraße,Lagebezeichnung,,250,automatisch
02310,Oberdorfstraße,Altendorf; Frohnhausen,Gemeindestraße,Lagebezeichnung,,250,automatisch
02335,Obere Aue,Heisingen,Gemeindestraße,Flurname,,250,automatisch
02311,et Obere Fuhr,Bergerhausen,Gemeindestraße,Lagebezeichnung,,250,unsicher
02312,Oberer Pustenberg,Heidhausen,Gemeindestraße,Volkstum,,250,automatisch
02313,Oberer Schloßhang,Borbeck-Mitte,Gemeindestraße,Lagebezeichnung,Schloßstraße,250,automatisch
02314,Oberhauser Straße,Bedingrade; Frintrop,Kreisstraße,Stadt und Ort,,250,automatisch
02315,Oberhofstraße,Rellinghausen,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Hofname",,250,automatisch
02316,Oberholzweg,Altenessen- Süd,Gemeindestraße,Kotten,,250,automatisch
03733,Oberlehberg,Kettwig,Gemeindestraße,Kotten,,250,unsicher
02317,Obernitzstraße,Südostviertel; Huttrop,Gemeindestraße; Str.- Sa E,,,250,automatisch
02318,Oberscheidtstraße,Fulerum,Gemeindestraße,Hofname,,251,automatisch
02319,Oberschlesienstraße,Huttrop,Landstraße,Stadt und Ort,,251,automatisch
02320,Oberstraße,Rellinghausen; Stadtwald,Gemeindestraße,Lagebezeichnung,,251,unsicher
02321,Obringer Voerde,Karnap,Gemeindestraße,Flurname,,251,automatisch
02322,Ocklenburgs Ried,Schonnebeck,Gemeindestraße,Kotten,,251,automatisch
02323,Odastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,251,automatisch
03731,Oefte,Kettwig; Heidhausen,Gemeindestraße,Nummerierungsbezirk,,251,automatisch
02325,Oelberg,Katernberg,Gemeindestraße,Industrie und Wirtschaft,,252,automatisch
03267,Ofenbank,Horst,Gemeindestraße,Siedlung,,252,automatisch
02352,Ofterdingenstraße,Freisenbruch,Gemeindestraße,Literarisches Werk,,252,automatisch
02327,Ohmstraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Physiker",,252,automatisch
02328,Olbrichstraße,Huttrop,Gemeindestraße,"Person, Mann, Österreicher, Architekt",,252,automatisch
02329,Olgastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,252,automatisch
02330,Onckenstraße,Altendorf; Frohnhausen,Landstraße,"Person, Mann, Deutscher, Historiker",,252,automatisch
02353,Op de Heie,Schönebeck,Gemeindestraße,Lagebezeichnung,,252,automatisch
01136,Opernptatz,Südviertel,Gemeindestraße,"Lagebezeichnung, Platz",,252,automatisch
02331,Ophoffsfeld,Schonnebeck,Gemeindestraße,Flurname,,252,automatisch
02332,Ophoffstraße,Schonnebeck,Gemeindestraße,Hofname,,252,automatisch
02354,Ortelweg,Leithe,Gemeindestraße,"Personenfigur, Meistersinger",,253,automatisch
01280,Oskar-Pannen-Straße,Bergeborbeck,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher, Pfarrer",,253,automatisch
02326,Oskarstraße,Rüttenscheid,Gemeindestraße,Männlicher Vorname,,253,automatisch
02333,Oslenderstraße,Kupferdreh,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher",,253,unsicher
02334,Osnabrücker Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,253,automatisch
02506,Ostendeweg,Bochold,Gemeindestraße,Stadt und Ort,,253,automatisch
02336,Osterkamp,Kray,Gemeindestraße,Flurname,,253,automatisch
02337,Ostermannstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Industrieller, Essener Geschichte und Örtlichkeit",,253,automatisch
02338,Osterweg,Steele,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher",,253,automatisch
02339,Ostfeldstraße,Stadtkern; Westviertel,Landstraße,"Essener Geschichte und Örtlichkeit, Flurname",,253,automatisch
02340,Ostpreußenstraße,Heisingen,Gemeindestraße,Stadt und Ort,Elsaßstraße,253,automatisch
03275,Ostropweg,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Landwirt",,253,automatisch
02341,Oststraße,Bergerhausen,Gemeindestraße,Lagebezeichnung,,253,automatisch
02355,Ostuferstraße,Bergeborbeck,Gemeindestraße,Lagebezeichnung,,254,automatisch
02342,Otmarstraße,Rüttenscheid,Gemeindestraße,Männlicher Vorname,,254,automatisch
02343,"sagenhaft"" Ottenkämperweg",Katernberg,Gemeindestraße,Kotten,,254,unsicher
01558,Ottenkampshof,Katernberg,Gemeindestraße,Kotten,,254,automatisch
02344,Ottilienstraße,Westviertel,Landstraße,"Person, Frau, Deutsche, Essener Geschichte und Örtlichkeit",,254,automatisch
02345,Otto-Beyer-Straße,Bochold,Gemeindestraße,"Person, Mann, Deutscher, Industrieller, Kruppscher Beamter, Siedlung",,254,automatisch
02357,Otto-Brenner-Straße,Borbeck-Mitte; Bochold,Kreisstraße,"Person, Mann, Deutscher, Gewerkschafter, Politiker",,254,automatisch
02346,Otto-Schnabel-Weg,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung",,254,automatisch
02347,Ottostraße,Kray; Leithe,Gemeindestraße,"Person, Mann, Deutscher, Landwirt",,254,automatisch
02348,Ottweilerweg,Leithe,Gemeindestraße,Stadt und Ort,,254,automatisch
02349,Overbeckstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Zeichner, Illustrator, Malerviertel- Holsterhausen",,254,automatisch
02350,Overbergstraße,Nordviertel,Gemeindestraße,Hofname,Hofterbergstraße,254,automatisch
02356,Overhammshof,Fischlaken,Gemeindestraße,Hofname,,254,automatisch
02351,Overrathstraße,Frohnhausen,Gemeindestraße,Hofname,,255,automatisch
02472,Palantweg,Gerschede,Gemeindestraße,"Person, Mann, Deutscher, Adelstand",,255,automatisch
02381,Palmbuschweg,Altenessen- Süd,Gemeindestraße,Flurname,,255,automatisch
02382,Palmstraße,Frillendorf,Gemeindestraße,"Person, Mann, Deutscher, Buchhändler",,255,automatisch
02383,Papenberghang,Bergerhausen,Gemeindestraße,Flurname,,255,automatisch
02384,Papestraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Adelstand",,256,automatisch
02385,Pappelweg,Bochold,Gemeindestraße,Botanik,,256,automatisch
02386,Parkweg,Leithe,Gemeindestraße,Lagebezeichnung,Volksgartenweg,256,automatisch
02387,Pasbachstraße,Altenessen- Nord,Gemeindestraße,"Person, Mann, Deutscher, Förster",,256,automatisch
02388,Paßstraße,Steele,Gemeindestraße,Lagebezeichnung,,256,automatisch
02389,Pastoratsberg,Heidhausen,Gemeindestraße,Kirche und Kloster,,256,automatisch
02390,Pastor-Fliedner-Weg,Karnap,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher",,256,automatisch
02391,Pastorsacker,Werden,Gemeindestraße,Lagebezeichnung,,256,automatisch
00975,Pater-Christoph-Höttges-Platz,Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher, Platz",,256,automatisch
02392,Pattbergstraße,Werden,Gemeindestraße,Flurname,,256,automatisch
02393,Paul-Brandi-Straße,Margarethenhöhe,Gemeindestraße,"Kosu Pauline - Zeche Pauline Person, Mann, Deutscher, Bankdirektor, Beigeordneter",,256,automatisch
02474,Paul-Goerens-Straße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Metallograph, Ingenieur",,257,unsicher
02394,Pauline,Heidhausen,Gemeindestraße,Bergbau,,257,automatisch
02395,Paulinenstraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,257,automatisch
01140,Paul-Klinger-Straße,Westviertel,Gemeindestraße,"Person, Mann, Deutscher, Schauspieler, Synchronsprecher",,257,automatisch
01551,Paul-Reichardt-Straße,Bochold,Gemeindestraße,"Person, Mann, Deutscher, Direktor",,257,automatisch
02396,Paulstraße,Nordviertel,Gemeindestraße,"Person, Mann, Apostel",,257,automatisch
02397,Pausmühlenhegge,Gerschede,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Lagebezeichnung",,258,automatisch
02398,Pausmühlenkamp,Gerschede,Gemeindestraße,Essener Geschichte und Örtlichkeit,,258,automatisch
02399,Pausmühlenstraße,Borbeck-Mitte; Gerschede,Gemeindestraße,Essener Geschichte und Örtlichkeit,,258,automatisch
00989,Pausstraße,Gerschede,Gemeindestraße,"Essener Geschichte und Ortlichkeit, Hofname",,258,automatisch
02401,Peanstraße,Altenessen- Süd,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,258,automatisch
02402,Peenestraße,Bergerhausen,Gemeindestraße,Gewässer,,258,unsicher
02403,Pelmanstraße,Rüttenscheid; Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Mediziner",,258,automatisch
02404,Pelzstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Betriebsführer, Kruppscher Beamter, Siedlung",,258,automatisch
02405,Pestalozziweg,Katernberg,Gemeindestraße,"Person, Mann, Schweizer, Pädagoge",,258,automatisch
02477,Peter-Burggraf-Weg,Horst,Gemeindestraße,"Person, Mann, Deutscher, Bergmann, Widerstandskämpfer",,258,automatisch
00964,Peter-Reise-Weg,Borbeck- Mitte,Gemeindestraße,"Person, Mann, Deutscher, Politiker",,258,automatisch
02406,Peterstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer, Essener Geschichte und Örtlichkeit",Beisingstraße,258,automatisch
02407,Pettenkoferstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Chemiker, Hygieniker",,258,automatisch
